Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
SALT LAKE CITY INTL,B-727,None,1994-08-05,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SAN ANTONIO INTL,MD-82,None,1994-08-05,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,110
AUSTIN-BERGSTROM INTL,FOKKER F100,None,1994-08-05,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
NASHVILLE INTL,FOKKER F100,None,1994-08-05,AMERICAN AIRLINES,Tennessee,Climb,Small,Barn swallow,Day,0,0,0,180
SAN ANTONIO INTL,SHORTS SC7,None,1994-08-06,ATLANTIC COAST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-08-06,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,200
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,1994-08-06,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,1994-08-07,ATLANTIC COAST AIRLINES,DC,Approach,Large,Unknown bird - large,Day,0,0,0,130
JOHN F KENNEDY INTL,ATR-42,None,1994-08-07,AMERICAN AIRLINES,New York,Approach,Small,Mourning dove,Day,0,0,0,110
NEWARK LIBERTY INTL ARPT,B-737-300,None,1994-08-07,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Small,European starling,Day,0,0,0,
SALT LAKE CITY INTL,B-737,None,1994-08-08,UNITED AIRLINES,Utah,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1994-08-08,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-08-09,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
NASHVILLE INTL,FOKKER F100,None,1994-08-09,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-08-10,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dawn,0,0,0,150
MINNEAPOLIS-ST PAUL INTL,A-320,None,1994-08-10,NORTHWEST AIRLINES,Minnesota,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
CLEVELAND-HOPKINS INTL ARPT,MD-80,None,1994-08-11,CONTINENTAL AIRLINES,Ohio,Landing Roll,Small,European starling,Dusk,0,0,0,135
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1994-08-12,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-08-12,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,115
PHILADELPHIA INTL,B-737-300,None,1994-08-12,US AIRWAYS*,Pennsylvania,Climb,Small,American robin,Day,0,0,0,155
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,1994-08-12,MILITARY,Louisiana,Take-off run,Small,American robin,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,C-130H,None,1994-08-13,MILITARY,Illinois,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,1994-08-13,US AIRWAYS*,North Carolina,Approach,Small,Mourning dove,Day,0,0,0,140
INDIANAPOLIS INTL,B-737,None,1994-08-13,US AIRWAYS*,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1994-08-13,US AIRWAYS*,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
ORLANDO INTL,B-737-200,None,1994-08-14,US AIRWAYS*,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,200
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1994-08-14,AMERICAN AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,121
KANSAS CITY INTL,B-737-200,None,1994-08-14,SOUTHWEST AIRLINES,Missouri,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,135
CHICAGO O'HARE INTL ARPT,B-737,None,1994-08-14,UNITED AIRLINES,Illinois,Climb,Small,European starling,Day,0,0,0,170
SEATTLE-TACOMA INTL,B-737-400,None,1994-08-15,ALASKA AIRLINES,Washington,Landing Roll,Small,European starling,Day,0,0,0,135
CHARLOTTE/DOUGLAS INTL ARPT,C-560,Minor,1994-08-16,BUSINESS,North Carolina,Climb,Medium,Unknown bird - medium,Day,0,0,0,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767,None,1994-08-16,DELTA AIR LINES,Kentucky,Approach,Small,Mourning dove,Day,0,0,0,120
LAMBERT-ST LOUIS INTL,B-737-200,None,1994-08-17,SOUTHWEST AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,250
RONALD REAGAN WASHINGTON NATL,B-757-200,None,1994-08-18,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,127
CHARLESTON AFB/INTL ARPT,C-17A,None,1994-08-19,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,160
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-08-19,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
HOUSTON-HOBBY,B-737-200,None,1994-08-19,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130
INDIANAPOLIS INTL,MD-80,None,1994-08-19,AMERICAN AIRLINES,Indiana,Approach,Small,Rock pigeon,Day,0,0,0,140
JOHN F KENNEDY INTL,B-727,None,1994-08-19,DELTA AIR LINES,New York,Climb,Small,Laughing gull,Day,0,0,0,
JOHN F KENNEDY INTL,B-757-200,None,1994-08-19,UNITED AIRLINES,New York,Climb,Small,Laughing gull,Day,0,0,0,
PORT COLUMBUS INTL,EMB-120,None,1994-08-19,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,Small,Mourning dove,Day,0,0,0,
PHILADELPHIA INTL,DC-9-30,None,1994-08-20,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
CHICAGO O'HARE INTL ARPT,B-727-200,None,1994-08-20,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,170
RONALD REAGAN WASHINGTON NATL,B-737-300,Minor,1994-08-21,US AIRWAYS*,DC,Landing Roll,Large,Unknown bird - large,Night,0,0,0,140
INDIANAPOLIS INTL,SAAB-340,None,1994-08-21,COMAIR AIRLINES,Indiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,32
PORTLAND INTL (OR),B-757-200,None,1994-08-21,UNITED AIRLINES,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-08-21,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
EPPLEY AIRFIELD,B-737-300,None,1994-08-22,DELTA AIR LINES,Nebraska,Landing Roll,Large,Unknown bird - large,Day,0,0,0,110
BALTIMORE WASH INTL,B-737-400,None,1994-08-22,US AIRWAYS*,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,B-737-200,None,1994-08-22,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-737,None,1994-08-23,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-08-24,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
ATLANTA INTL,B-737-300,None,1994-08-24,CONTINENTAL AIRLINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,B-727,None,1994-08-24,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,
PORT COLUMBUS INTL,B-737-200,None,1994-08-25,AMERICA WEST AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,MD-80,None,1994-08-25,CONTINENTAL AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
EPPLEY AIRFIELD,CL-RJ100/200,None,1994-08-26,COMAIR AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,145
SAN ANTONIO INTL,B-737-300,None,1994-08-26,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,250
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,Medium,1994-08-26,US AIRWAYS*,North Carolina,Landing Roll,Small,Unknown bird - small,Night,0,0,0,100
SALT LAKE CITY INTL,B-767,None,1994-08-27,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,140
SALT LAKE CITY INTL,B-757-200,None,1994-08-27,DELTA AIR LINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-82,Medium,1994-08-28,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,170
RONALD REAGAN WASHINGTON NATL,DC-9,None,1994-08-28,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
ATLANTIC CITY INTL,LEARJET-35,Substantial,1994-08-28,BUSINESS,New Jersey,Take-off run,Small,American kestrel,Day,54787,195669,250456,
ATLANTA INTL,L-1011,None,1994-08-28,DELTA AIR LINES,Georgia,Landing Roll,Small,Unknown bird - small,Night,0,0,0,100
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,Medium,1994-08-29,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
LAMBERT-ST LOUIS INTL,BA-31 JETSTR,None,1994-08-29,TRANS STATES AIRLINES,Missouri,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-9,None,1994-08-29,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,90
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-08-29,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130
INDIANAPOLIS INTL,B-737-200,None,1994-08-29,UNITED AIRLINES,Indiana,Approach,Small,Killdeer,Day,0,0,0,145
NASHVILLE INTL,B-737,None,1994-08-29,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,160
ATLANTA INTL,B-757-200,None,1994-08-30,DELTA AIR LINES,Georgia,Approach,Small,European starling,Day,0,0,0,130
BALTIMORE WASH INTL,B-737-300,None,1994-08-30,US AIRWAYS*,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-500,None,1994-08-31,CONTINENTAL AIRLINES,Kentucky,Landing Roll,Large,Canada goose,Day,0,0,0,110
NASHVILLE INTL,B-737-300,Substantial,1994-08-31,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,95
NASHVILLE INTL,B-727,None,1994-08-31,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,Substantial,1994-09-01,COMAIR AIRLINES,Kentucky,Landing Roll,Large,Canada goose,Day,0,0,0,90
SAN FRANCISCO INTL ARPT,MD-80,None,1994-09-01,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1994-09-01,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
LOUISVILLE INTL ARPT,B-737,None,1994-09-01,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,None,1994-09-02,TRANS WORLD AIRLINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,DC-9-30,None,1994-09-02,ABX AIR,Maryland,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
EPPLEY AIRFIELD,MD-82,None,1994-09-02,AMERICAN AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,1994-09-03,DELTA AIR LINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1994-09-03,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1994-09-03,DELTA AIR LINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,
NASHVILLE INTL,SAAB-340,None,1994-09-04,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1994-09-05,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,128
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,1994-09-05,ATLANTIC COAST AIRLINES,DC,Descent,Small,Unknown bird - small,Day,0,0,0,230
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-09-06,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-80,None,1994-09-06,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,155
NASHVILLE INTL,MD-80,None,1994-09-06,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,145
SALT LAKE CITY INTL,MD-83,None,1994-09-06,UNKNOWN,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
NASHVILLE INTL,DC-9,None,1994-09-06,US AIRWAYS*,Tennessee,Approach,Small,Mourning dove,Dusk,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1994-09-06,AMERICAN AIRLINES,Texas,Climb,Small,Mourning dove,Dusk,0,0,0,160
CHICAGO MIDWAY INTL ARPT,B-737-200,None,1994-09-06,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,180
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,1994-09-07,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,190
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-09-08,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,None,1994-09-08,NORTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140
BALTIMORE WASH INTL,B-727-200,None,1994-09-08,US AIRWAYS*,Maryland,Climb,Small,Unknown bird - small,Day,0,0,0,250
AUSTIN-BERGSTROM INTL,FOKKER F100,None,1994-09-08,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
GREATER PITTSBURGH,DC-9-30,None,1994-09-09,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,190
CHICAGO O'HARE INTL ARPT,B-757-200,None,1994-09-09,UNITED AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1994-09-09,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1994-09-09,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180
GREATER PITTSBURGH,B-737-400,None,1994-09-09,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,MD-80,None,1994-09-10,CONTINENTAL AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,1994-09-10,ASTAR AIR CARGO,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,180
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-09-11,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-09-11,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
SALT LAKE CITY INTL,B-737,None,1994-09-11,UNITED AIRLINES,Utah,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
LAGUARDIA NY,B-757-200,Substantial,1994-09-11,NORTHWEST AIRLINES,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1994-09-11,DELTA AIR LINES,Kentucky,Climb,Small,Mourning dove,Dusk,0,0,0,170
EPPLEY AIRFIELD,MD-80,None,1994-09-12,AMERICAN AIRLINES,Nebraska,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,120
NEWARK LIBERTY INTL ARPT,MD-80,None,1994-09-12,AMERICAN AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Day,0,0,0,180
SALT LAKE CITY INTL,L-1011,None,1994-09-13,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,PA-31 NAVAJO,None,1994-09-13,BUSINESS,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,110
GREATER PITTSBURGH,FOKKER F100,None,1994-09-13,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,1994-09-13,PIEDMONT AIRLINES,North Carolina,Take-off run,Small,Mourning dove,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1994-09-13,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Night,0,0,0,
SAN FRANCISCO INTL ARPT,B-737-300,Substantial,1994-09-14,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
LAGUARDIA NY,B-737-200,None,1994-09-14,DELTA AIR LINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
GREATER PITTSBURGH,B-737-300,Medium,1994-09-14,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,134
CHICAGO O'HARE INTL ARPT,MD-82,None,1994-09-14,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,180
JOHN F KENNEDY INTL,B-767-300,None,1994-09-15,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,250
NEW ORLEANS INTL,B-727,None,1994-09-16,DELTA AIR LINES,Louisiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOGAN INTL,L-1011,None,1994-09-16,DELTA AIR LINES,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NEW ORLEANS INTL,B-737-300,None,1994-09-16,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,135
EPPLEY AIRFIELD,CITATIONJET,None,1994-09-16,BUSINESS,Nebraska,Climb,Small,Unknown bird - small,Day,0,0,0,200
KANSAS CITY INTL,MD-82,None,1994-09-17,AMERICAN AIRLINES,Missouri,Approach,Large,Unknown bird - large,Day,0,0,0,145
CLEVELAND-HOPKINS INTL ARPT,B-737,None,1994-09-17,CONTINENTAL AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
SAN ANTONIO INTL,B-737-400,None,1994-09-17,US AIRWAYS*,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
NEWARK LIBERTY INTL ARPT,A-320,None,1994-09-18,CONTINENTAL AIRLINES,New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,None,1994-09-18,DELTA AIR LINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,120
GREATER PITTSBURGH,FOKKER F100,Medium,1994-09-18,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
AUSTIN-BERGSTROM INTL,B-737-400,None,1994-09-18,US AIRWAYS*,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,240
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,None,1994-09-19,US AIRWAYS*,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
LAMBERT-ST LOUIS INTL,B-727,None,1994-09-19,TRANS WORLD AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,180
CHICAGO MIDWAY INTL ARPT,DC-9-30,None,1994-09-20,US AIRWAYS*,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
SEATTLE-TACOMA INTL,B-737-400,None,1994-09-20,ALASKA AIRLINES,Washington,Climb,Small,Unknown bird - small,Dusk,313,0,313,170
PHILADELPHIA INTL,B-737-200,None,1994-09-20,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,B-737,None,1994-09-21,UNITED AIRLINES,Illinois,Landing Roll,Large,Great blue heron,Day,0,0,0,100
WASHINGTON DULLES INTL ARPT,DC-10-10,Minor,1994-09-21,UNITED AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LOGAN INTL,B-737-300,Minor,1994-09-21,US AIRWAYS*,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,140
LIHUE ARPT,B-737-200,None,1994-09-22,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,1994-09-22,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
METRO OAKLAND INTL,B-737-300,None,1994-09-22,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-09-22,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
CHARLESTON AFB/INTL ARPT,C-141B,None,1994-09-22,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,128
JOHN F KENNEDY INTL,B-767-200,None,1994-09-22,AMERICAN AIRLINES,New York,Landing Roll,Small,Mourning dove,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1994-09-23,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,MD-80,None,1994-09-23,US AIRWAYS*,Kentucky,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,100
LIHUE ARPT,B-737-200,None,1994-09-23,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-17A,None,1994-09-24,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,122
LAMBERT-ST LOUIS INTL,B-727-200,None,1994-09-24,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,138
HONOLULU INTL ARPT,C-135B,None,1994-09-25,MILITARY,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
EPPLEY AIRFIELD,MD-82,None,1994-09-25,AMERICAN AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,240
EPPLEY AIRFIELD,C-152,None,1994-09-25,BUSINESS,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,70
KANSAS CITY INTL,DC-9,None,1994-09-26,BUSINESS,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,
MINETA SAN JOSE INTL,MD-80,Minor,1994-09-26,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,C-414,None,1994-09-26,PRIVATELY OWNED,Kentucky,Approach,Small,European starling,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,DC-9,None,1994-09-26,AIR CANADA,Illinois,Landing Roll,Small,European starling,Day,0,0,0,120
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-09-27,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,145
LAMBERT-ST LOUIS INTL,DC-9-30,None,1994-09-27,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,190
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,1994-09-27,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,160
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,1994-09-27,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DC-9,None,1994-09-27,NORTHWEST AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,FOKKER F100,Minor,1994-09-28,AMERICAN AIRLINES,Illinois,Climb,Medium,Red-tailed hawk,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,B-757-200,None,1994-09-28,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130
NASHVILLE INTL,FOKKER F100,None,1994-09-28,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,200
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1994-09-28,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
NASHVILLE INTL,FOKKER F100,None,1994-09-28,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,127
LOS ANGELES INTL,B-757-200,None,1994-09-28,UPS AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,180
JOHN F KENNEDY INTL,ATR-42,None,1994-09-29,AMERICAN EAGLE AIRLINES,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
NASHVILLE INTL,B-737-300,None,1994-09-29,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,170
WASHINGTON DULLES INTL ARPT,B-727-200,None,1994-09-29,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,170
PHILADELPHIA INTL,DHC8 DASH 8,None,1994-09-30,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,140
LIHUE ARPT,DC-9-50,None,1994-10-01,HAWAIIAN AIR,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,122
